,Unnamed: 0,seed,config,error,task_name,demo_idx,cam_type,epochs,is_control_done,is_test_done,control_final_distance,control_min_distance,test_final_distance,test_min_distance,control_gripper_image_paths,test_gripper_image_paths
0,0,3790,FuseConfig.WDLR,False,Vision_Random,0.0,wrist,100,False,False,0.3161740253971974,0.1502731562411068,0.3059910094537166,0.1893256670300494,[],[]
1,1,3790,FuseConfig.WDLR,False,Vision_Random,1.0,wrist,100,False,False,0.1344385732829982,0.050362096052487,0.0725953092423513,0.0725953092423513,[],[]
2,2,3790,FuseConfig.WDLR,False,Vision_Random,2.0,wrist,100,False,False,0.0779100412115792,0.0779100412115792,0.3304022406294017,0.3218317992917825,[],[]
3,3,3790,FuseConfig.WDLR,False,Vision_Random,3.0,wrist,100,False,False,0.2770343305515753,0.0607855797457373,0.3052729659871251,0.1666476356287553,[],[]
4,4,3790,FuseConfig.WDLR,False,Vision_Random,4.0,wrist,100,False,False,0.0975650528388498,0.0647594181419493,0.0742494347881245,0.0664890069973052,[],[]
5,5,3790,FuseConfig.WDLR,False,Vision_Random,5.0,wrist,100,False,False,0.5130844832010574,0.4650478738434636,0.1293105767681677,0.0942130762876544,[],"['outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35', 'outputs/run-grasp-with-agent/_June10_13-35']"
6,6,3790,FuseConfig.WDLR,False,Vision_Random,6.0,wrist,100,False,False,0.3231084660518195,0.1641491584699557,0.098393965654235,0.0968776823319715,[],[]
7,7,3790,FuseConfig.WDLR,False,Vision_Random,7.0,wrist,100,False,False,0.1194005799758623,0.0550749896092242,0.0817925710113653,0.0816089032930949,[],[]
8,8,3790,FuseConfig.WDLR,False,Vision_Random,8.0,wrist,100,False,False,0.0636396088642369,0.0626930841564959,0.130877154910243,0.1205529012773786,[],[]
9,9,3790,FuseConfig.WDLR,False,Vision_Random,9.0,wrist,100,False,False,0.0666149530549044,0.065783962812291,0.4275059404085786,0.3277418215221048,[],[]
