,Unnamed: 0,rep,config,error,task_name,cam_type,epochs,control_done_count,test_done_count,avg_control_final_distance,avg_control_min_distance,avg_test_min_distance,avg_test_final_distance
27,14,1,FuseConfig.W_D_L_R_FILM,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,600,0.0,0.0,0.4691665664125587,0.4071168197709109,0.2262367182776262,0.2862245587705271
28,19,1,FuseConfig.W_D_L_R_FILM,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,1000,0.0,0.0,0.1347915537610635,0.0908379325548484,0.1267688581058481,0.2197984645518633
29,24,1,FuseConfig.W_D_L_R_FILM,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,2000,1.0,0.0,0.3028637812166416,0.1844690706983711,0.1169534321700144,0.2321392552586574
30,1,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,100,0.0,0.0,0.186643629842497,0.1863081108691916,0.1819190676886242,0.1951032805014629
31,2,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,100,0.0,0.0,0.1900073162363082,0.1897642900115546,0.1862504655847518,0.1979356301473037
32,3,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,100,0.0,0.0,0.203631353530478,0.203631353530478,0.1789441697711721,0.1870170389245958
33,4,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,100,0.0,0.0,0.1945595971127497,0.1944889550251398,0.1816439853263894,0.1922662800220389
34,6,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,200,0.0,0.0,0.1952458089015933,0.1951153069515434,0.1823463502391439,0.1940376756925275
35,7,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,200,0.0,0.0,0.1929984051457062,0.1928949836617726,0.1831841470618654,0.1944231898595391
36,8,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,200,0.0,0.0,0.1881109339821015,0.1877209028418966,0.1829930398731271,0.1970513340782089
37,9,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,200,0.0,0.0,0.1893877900018192,0.1892777828682029,0.1823828588165431,0.192670543220763
38,11,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,600,0.0,0.0,0.1985768239755517,0.1985189952314986,0.1813712406877508,0.1920608771963905
39,12,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,600,0.0,0.0,0.186408034223851,0.1860199994386787,0.1811286404614349,0.1956344983974912
40,13,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,600,0.0,0.0,0.1958571646295628,0.1958420884198099,0.1833069473658848,0.1925571123340779
41,14,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,600,0.0,0.0,0.192348726127765,0.192138789803698,0.1822562331853741,0.1947530001275622
42,16,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,1000,0.0,0.0,0.1906799172769634,0.1904266244112886,0.1827890981015419,0.1957928321936359
43,17,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,1000,0.0,0.0,0.1909108962222909,0.1906845390561114,0.1825312108028254,0.1952897240259392
44,18,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,1000,0.0,0.0,0.1920335900512584,0.1918395063933189,0.1826995457927328,0.194591259794978
45,19,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,1000,0.0,0.0,0.1905885889304766,0.1903177639912065,0.1824357087811883,0.1953309600676473
46,21,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,2000,0.0,0.0,0.1911036951597239,0.190863183713621,0.1826209916939466,0.1953425105292909
47,22,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,2000,0.0,0.0,0.1905000204856988,0.1902596274337296,0.1820633531312969,0.1948812774248959
48,23,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,2000,0.0,0.0,0.1911002376304318,0.1909067477111536,0.182572943312826,0.1953239385246254
49,24,1,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,2000,0.0,0.0,0.1920663172065615,0.1918429478480752,0.1827111359217461,0.1949977785132436
50,4,2,FuseConfig.W_D_L_R_FILM,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,100,0.0,0.0,0.1714673160816678,0.1633211321358726,0.1492425805873335,0.1550801547969632
51,9,2,FuseConfig.W_D_L_R_FILM,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,200,0.0,0.0,0.2818631645267758,0.2775783708355811,0.1421590549961336,0.1523539745649432
52,14,2,FuseConfig.W_D_L_R_FILM,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,600,0.0,0.0,0.4728439521495458,0.3847197611796751,0.2100839301190951,0.238914339338763
53,19,2,FuseConfig.W_D_L_R_FILM,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,1000,0.0,0.0,0.1260944386800532,0.09591582703676,0.1260852737679689,0.1918079595762309
54,24,2,FuseConfig.W_D_L_R_FILM,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,2000,0.0,0.0,0.3461395570435684,0.1965684173654052,0.1145600010431397,0.1778777785347111
55,1,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,100,0.0,0.0,0.1763150660407953,0.1743055235380067,0.1790716884833562,0.197318954002606
56,2,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,100,0.0,0.0,0.1896005168439946,0.1893543189709535,0.1861655244903461,0.1981726479817045
57,3,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,100,0.0,0.0,0.1941731641250643,0.1939748911702359,0.1804652197882499,0.1922359083258112
58,4,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,100,0.0,0.0,0.1938384814314946,0.1936929775621275,0.1815272010223789,0.1933287112412721
59,6,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,200,0.0,0.0,0.1930903731266368,0.19290504770427,0.1824435015893133,0.1948301921578986
60,7,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,200,0.0,0.0,0.193018676329181,0.1929326838655314,0.1832336056813678,0.194350829446974
61,8,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,200,0.0,0.0,0.1910935537198453,0.1906837249610338,0.1829614544445551,0.197612278039019
62,9,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,200,0.0,0.0,0.1861856299813471,0.1858140617524915,0.1841870312570128,0.1972607661803506
63,11,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,600,0.0,0.0,0.1844043968836821,0.1835580352644222,0.1838981153023348,0.2003558592745339
64,12,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,600,0.0,0.0,0.1867151307679702,0.1862993139924808,0.1812096044422615,0.1959542097499848
65,13,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,600,0.0,0.0,0.1923395499748056,0.1922670305563752,0.1840925620502921,0.1946015450553465
66,14,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,600,0.0,0.0,0.1903754008172543,0.1901355515569404,0.1827941417271205,0.1956882259133067
67,16,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,1000,1.0,0.0,0.1997015671399889,0.150654335417277,0.2005227617110898,0.3304428015646616
68,17,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,1000,0.0,0.0,0.1906853994888142,0.1904424543377181,0.1824709780582156,0.1951438961246393
69,18,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,1000,0.0,0.0,0.1898769335426299,0.1896374324499535,0.1827685768208218,0.1959709187399496
70,19,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,1000,0.0,0.0,0.1905653182322087,0.1903030362544535,0.1823359297446991,0.1952418545488447
71,21,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,2000,0.0,0.0,0.1903877737464227,0.1901452086550187,0.1828053929678179,0.1955844537526069
72,22,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,2000,0.0,0.0,0.1905416973975402,0.1902756489885289,0.1825506924222973,0.1953632002824147
73,23,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,2000,0.0,0.0,0.1904102158851675,0.190141395835676,0.1827293726325156,0.1957640486080524
74,24,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,2000,0.0,0.0,0.192831669987652,0.192631671765064,0.1817279954722108,0.1944331690011567
