,Unnamed: 0,rep,config,error,task_name,demo_idx,cam_type,epochs,is_control_done,is_test_done,control_final_distance,control_min_distance,test_final_distance,test_min_distance,control_gripper_image_paths,test_gripper_image_paths
55,15,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,5.0,wrist+wrist_depth,100,False,False,0.2016933752131288,0.2016933752131288,0.1301679819849023,0.1298598031387105,[],[]
56,16,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,6.0,wrist+wrist_depth,100,False,False,0.1203414529233272,0.1203414529233272,0.2638441170239595,0.2336367388891337,[],[]
57,17,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,7.0,wrist+wrist_depth,100,False,False,0.2018531946587276,0.2018531946587276,0.1102769045522229,0.0931510646341556,[],[]
58,18,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,8.0,wrist+wrist_depth,100,False,False,0.2644658614535647,0.2644658614535647,0.2306259815816404,0.2304702447127289,[],[]
59,19,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,9.0,wrist+wrist_depth,100,False,False,0.2387337380418956,0.2367710959766781,0.1728370955434117,0.1553100016926139,[],[]
60,20,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,0.0,l_shoulder+r_shoulder,100,False,False,0.1840921649040799,0.1840921649040799,0.2320191122184341,0.2279636054948148,[],[]
61,21,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,1.0,l_shoulder+r_shoulder,100,False,False,0.195117813427635,0.195117813427635,0.1821872404713848,0.1786087580129464,[],[]
62,22,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,2.0,l_shoulder+r_shoulder,100,False,False,0.2196481785931437,0.2196481785931437,0.2088937209704096,0.1885588650188004,[],[]
63,23,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,3.0,l_shoulder+r_shoulder,100,False,False,0.1257007921525125,0.1257007921525125,0.1569700089701158,0.1527653815567886,[],[]
64,24,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,4.0,l_shoulder+r_shoulder,100,False,False,0.148683529203806,0.148683529203806,0.2833323843466669,0.2563077463009863,[],[]
65,25,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,5.0,l_shoulder+r_shoulder,100,False,False,0.1978387854228827,0.1978387854228827,0.1335981999276122,0.1335981999276122,[],[]
66,26,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,6.0,l_shoulder+r_shoulder,100,False,False,0.1310221311886718,0.130217474151377,0.2645061188527724,0.2343376666070029,[],[]
67,27,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,7.0,l_shoulder+r_shoulder,100,False,False,0.1974641769243915,0.1974641769243915,0.1070823383152023,0.0960415556643957,[],[]
68,28,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,8.0,l_shoulder+r_shoulder,100,False,False,0.262528025134511,0.262528025134511,0.2359280562351038,0.2355946312725725,[],[]
69,29,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,9.0,l_shoulder+r_shoulder,100,False,False,0.2337520000181647,0.2322774133451554,0.177516016203588,0.1584169345447375,[],[]
70,30,0,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,0.0,wrist+l_shoulder+r_shoulder,100,False,False,0.1878180357468783,0.1878180357468783,0.237206091037832,0.2306691819529291,[],[]
