,rep,config,error,task_name,cam_type,epochs,control_done_count,test_done_count,avg_control_final_distance,avg_control_min_distance,avg_test_min_distance,avg_test_final_distance
0,2,FuseConfig.W_D_L_R_ATTN,True,Vision_Random,wrist,100,,,,,,
1,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,100,0,0,0.17631506604079533,0.1743055235380067,0.17907168848335625,0.19731895400260607
2,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,100,0,0,0.18960051684399462,0.18935431897095353,0.18616552449034612,0.19817264798170459
3,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,100,0,0,0.19417316412506433,0.19397489117023597,0.18046521978824998,0.19223590832581122
4,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,100,0,0,0.19383848143149468,0.19369297756212753,0.1815272010223789,0.19332871124127218
5,2,FuseConfig.W_D_L_R_ATTN,True,Vision_Random,wrist,200,,,,,,
6,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,200,0,0,0.19309037312663685,0.19290504770427008,0.1824435015893133,0.1948301921578986
7,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,200,0,0,0.19301867632918102,0.19293268386553142,0.18323360568136782,0.19435082944697407
8,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,200,0,0,0.19109355371984535,0.19068372496103383,0.18296145444455514,0.19761227803901907
9,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,200,0,0,0.18618562998134716,0.18581406175249157,0.18418703125701283,0.19726076618035063
10,2,FuseConfig.W_D_L_R_ATTN,True,Vision_Random,wrist,600,,,,,,
11,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,600,0,0,0.18440439688368215,0.18355803526442227,0.18389811530233485,0.20035585927453398
12,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,600,0,0,0.18671513076797028,0.1862993139924808,0.18120960444226156,0.19595420974998481
13,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,600,0,0,0.1923395499748056,0.19226703055637526,0.18409256205029217,0.19460154505534658
14,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,600,0,0,0.19037540081725432,0.19013555155694048,0.18279414172712055,0.19568822591330676
15,2,FuseConfig.W_D_L_R_ATTN,True,Vision_Random,wrist,1000,,,,,,
16,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,1000,1,0,0.19970156713998893,0.150654335417277,0.2005227617110898,0.3304428015646616
17,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,1000,0,0,0.19068539948881427,0.19044245433771811,0.1824709780582156,0.1951438961246393
18,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,1000,0,0,0.1898769335426299,0.18963743244995354,0.18276857682082182,0.19597091873994965
19,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,1000,0,0,0.19056531823220874,0.1903030362544535,0.1823359297446991,0.1952418545488447
20,2,FuseConfig.W_D_L_R_ATTN,True,Vision_Random,wrist,2000,,,,,,
21,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+wrist_depth,2000,0,0,0.1903877737464227,0.1901452086550187,0.18280539296781795,0.19558445375260697
22,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,l_shoulder+r_shoulder,2000,0,0,0.19054169739754023,0.19027564898852892,0.18255069242229735,0.19536320028241477
23,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder,2000,0,0,0.19041021588516754,0.19014139583567607,0.1827293726325156,0.19576404860805247
24,2,FuseConfig.W_D_L_R_ATTN,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,2000,0,0,0.19283166998765205,0.19263167176506407,0.1817279954722108,0.19443316900115676
