task_name,demo_count,final_dist_avg,reached_count
Reach_PlaceRandom,1,0.26398662,0
Reach_PlaceRandom,2,0.2526987,2
Reach_PlaceRandom,5,0.26214108,1
Reach_PlaceRandom,10,0.18934707,4
