,Unnamed: 0,task_name,agent_name,demo_type,task_params,demo_index,is_success,final_distance,min_distance,max_eplen,gripper_image_paths
21,21,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",1,False,0.4525353451181754,0.3772183192670703,90,"['outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55']"
22,22,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",2,False,0.1431046242514641,0.1431046242514641,90,"['outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55']"
23,23,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",3,False,0.3308408684758221,0.185609972314495,90,"['outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55']"
24,24,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",4,False,0.3726819646539008,0.3726819646539008,90,"['outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55']"
25,25,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",5,False,0.1203795476929421,0.1079946259045047,90,"['outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55']"
26,26,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",6,False,0.2618181124453995,0.187412546070959,90,"['outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-55', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56']"
27,27,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",7,False,0.203913267841031,0.1690924632094547,90,"['outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56']"
28,28,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",8,False,0.2950606099524231,0.1801125245749865,90,"['outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56']"
29,29,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",9,True,0.1204369837836216,0.1204369837836216,90,"['outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56']"
30,30,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",0,False,0.2722277501958501,0.1437597521016795,90,"['outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56']"
31,31,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",1,False,0.2146098468374394,0.0910536354340911,90,[]
32,32,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",2,False,0.4046383898355172,0.3288588960437243,90,[]
33,33,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",3,False,0.2936840623073378,0.1183018704219995,90,[]
34,34,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",4,False,0.250905478934554,0.1995777801657738,90,[]
35,35,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",5,False,0.3728982426471382,0.3239497633838564,90,[]
36,36,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",6,False,0.1999773371379084,0.0700216562181482,90,[]
37,37,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",7,False,0.1597101569730818,0.0674586375539589,90,[]
38,38,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",8,False,0.262931120626178,0.0993335831625196,90,"['outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56']"
39,39,Vision_Random,agent-policy:rnn_grasp_policy-cams:r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",9,False,0.2943161793140248,0.1343392804367995,90,[]
40,40,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",0,False,0.1335733009110017,0.1284936550355374,90,"['outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56']"
41,41,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",1,False,0.1704144549306798,0.1645054902847129,90,[]
42,42,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",2,False,0.2884771494070256,0.2724022855135273,90,[]
43,43,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",3,False,0.1186957618150732,0.0711791727449334,90,"['outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56', 'outputs/run-grasp-with-agent/_May27_00-56']"
44,44,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",4,False,0.2045259339674457,0.1858778234203089,90,[]
45,45,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",5,False,0.2800512496233393,0.2501691879383183,90,[]
46,46,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",6,False,0.1282941234531176,0.1267005012261272,90,[]
47,47,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",7,False,0.1357511151551433,0.1345777424233114,90,[]
48,48,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",8,False,0.0758905599370526,0.0725037318877876,90,[]
49,49,Vision_Random,agent-policy:rnn_grasp_policy-cams:l_shoulder+r_shoulder+wrist_depth-policy:rnn_grasp_policy-rnn_opts:None,control,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",9,False,0.096325470970464,0.0691539704080675,90,[]
50,0,Vision_Random,agent-policy:rnn_grasp_policy-cams:wrist-policy:rnn_grasp_policy-rnn_opts:None,random,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",0,False,0.1820288889598377,0.129131300927926,79,[]
51,1,Vision_Random,agent-policy:rnn_grasp_policy-cams:wrist-policy:rnn_grasp_policy-rnn_opts:None,random,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",1,False,0.1718829696456495,0.1344860830757298,79,[]
52,2,Vision_Random,agent-policy:rnn_grasp_policy-cams:wrist-policy:rnn_grasp_policy-rnn_opts:None,random,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",2,False,0.4513920142043351,0.369105022181833,79,[]
53,3,Vision_Random,agent-policy:rnn_grasp_policy-cams:wrist-policy:rnn_grasp_policy-rnn_opts:None,random,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",3,False,0.1582985272052003,0.1295029513222839,79,[]
54,4,Vision_Random,agent-policy:rnn_grasp_policy-cams:wrist-policy:rnn_grasp_policy-rnn_opts:None,random,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",4,False,0.173894765968302,0.1349030380126357,79,[]
55,5,Vision_Random,agent-policy:rnn_grasp_policy-cams:wrist-policy:rnn_grasp_policy-rnn_opts:None,random,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",5,False,0.4096658879051513,0.3154146272050191,79,[]
56,6,Vision_Random,agent-policy:rnn_grasp_policy-cams:wrist-policy:rnn_grasp_policy-rnn_opts:None,random,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",6,False,0.1493511280782114,0.1285010201142455,79,[]
57,7,Vision_Random,agent-policy:rnn_grasp_policy-cams:wrist-policy:rnn_grasp_policy-rnn_opts:None,random,"{'scale': 1.0, 'wrist_cam_distance': 0.6}",7,False,0.1580317655680555,0.1351044444639223,79,[]
