,task_name,cam_type,epochs,demo_count,max_eplens,done_count,min_distance,final_distance,dataset_type,mbsize
25,ReachObs_Random,l_shoulder,200,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",6,0.23599775435557402,0.32497772181855855,obs,64
26,ReachObs_Random,l_shoulder,200,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",5,0.20240375518912904,0.21265230672260374,obs,100
27,ReachObs_Random,l_shoulder,500,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",10,0.1031152444036004,0.1031152444036004,obs,40
28,ReachObs_Random,l_shoulder,500,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",5,0.18268149187074043,0.27188035538126776,obs,64
29,ReachObs_Random,l_shoulder,500,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",4,0.20390816797737438,0.27359049029185295,obs,100
30,ReachObs_Random,l_shoulder,1000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",7,0.1505283468512786,0.1610355702604394,obs,40
31,ReachObs_Random,l_shoulder,1000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",6,0.1286557128044692,0.13173531251188936,obs,64
32,ReachObs_Random,l_shoulder,1000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",3,0.2212917469407965,0.3412646296349239,obs,100
33,ReachObs_Random,l_shoulder,2000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",4,0.2582991447278363,0.3370678550873009,obs,40
34,ReachObs_Random,l_shoulder,2000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",6,0.18865105212127156,0.19715889935353254,obs,64
35,ReachObs_Random,l_shoulder,2000,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",5,0.2274640731094506,0.28198418895688354,obs,100
36,ReachObs_Random,r_shoulder,50,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.2403226111179731,0.3236577764813994,obs,40
37,ReachObs_Random,r_shoulder,50,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.3516577168393574,0.40517290459712296,obs,64
38,ReachObs_Random,r_shoulder,50,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",1,0.3510063349016939,0.39256396685069195,obs,100
39,ReachObs_Random,r_shoulder,100,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",1,0.36622799781558635,0.41570386971091694,obs,40
40,ReachObs_Random,r_shoulder,100,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",4,0.28666522664804234,0.36491582775399245,obs,64
41,ReachObs_Random,r_shoulder,100,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",0,0.2969409804305292,0.3748273603353895,obs,100
42,ReachObs_Random,r_shoulder,200,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",5,0.24830761255999362,0.2982423902209752,obs,40
43,ReachObs_Random,r_shoulder,200,10,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82]",3,0.31125896911602585,0.3854580771402333,obs,64
