,seed,config,error,task_name,cam_type,epochs,control_done_count,test_done_count,avg_control_final_distance,avg_control_min_distance,avg_test_min_distance,avg_test_final_distance
0,7653,FuseConfig.WDLR,False,Vision_Random,wrist,100,0,0,0.2149145943399323,0.12003422313732925,0.22993849048990828,0.33275304575227427
1,7653,FuseConfig.WDLR,False,Vision_Random,wrist+wrist_depth,100,1,0,0.23406028351119498,0.12212732765813553,0.24891485640737593,0.33975130258346814
2,7653,FuseConfig.WDLR,False,Vision_Random,l_shoulder+r_shoulder,100,0,0,0.400369692414215,0.3531374912164614,0.5741525545864723,0.7748894389806719
3,7653,FuseConfig.WDLR,False,Vision_Random,wrist+l_shoulder+r_shoulder,100,2,0,0.16305001834517982,0.10641135586055188,0.1586613953587165,0.23959876482883993
4,7653,FuseConfig.WDLR,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,100,1,0,0.2093118787390341,0.11015389217420617,0.16013418323300516,0.29338369684153437
5,7653,FuseConfig.WDLR,False,Vision_Random,wrist,200,0,0,0.19562504651877394,0.1316353714118102,0.2277503497771956,0.32556665896466147
6,7653,FuseConfig.WDLR,False,Vision_Random,wrist+wrist_depth,200,0,0,0.18103198566342232,0.1582594501398576,0.22508154070529832,0.27613411183375147
7,7653,FuseConfig.WDLR,False,Vision_Random,l_shoulder+r_shoulder,200,0,0,0.26658059735744927,0.23497395717752637,0.4162359821524588,0.44731912676426583
8,7653,FuseConfig.WDLR,False,Vision_Random,wrist+l_shoulder+r_shoulder,200,2,0,0.2235395579478708,0.16216247562187133,0.18180149179944624,0.2817356985053504
9,7653,FuseConfig.WDLR,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,200,0,0,0.1723190854342047,0.11782373468634888,0.18973216800516352,0.252507158284984
10,7653,FuseConfig.WDLR,False,Vision_Random,wrist,600,0,0,0.14154194999245345,0.12317472194467767,0.23028250838718933,0.2826503951210807
11,7653,FuseConfig.WDLR,False,Vision_Random,wrist+wrist_depth,600,0,0,0.16252303196953977,0.11791308966891731,0.2596854848839852,0.3001979943273227
12,7653,FuseConfig.WDLR,False,Vision_Random,l_shoulder+r_shoulder,600,0,0,0.29039749631596967,0.2513401733096231,0.27889865802645875,0.278987084728644
13,7653,FuseConfig.WDLR,False,Vision_Random,wrist+l_shoulder+r_shoulder,600,3,0,0.2607419339999941,0.1413543676685641,0.17283600223372636,0.29382665409598385
14,7653,FuseConfig.WDLR,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,600,0,0,0.22207189335381233,0.12748506741607968,0.1448198807098979,0.23935047219794284
15,7653,FuseConfig.WDLR,False,Vision_Random,wrist,800,1,0,0.14097254963531194,0.11700879368660533,0.2121659503647526,0.28064285818214446
16,7653,FuseConfig.WDLR,False,Vision_Random,wrist+wrist_depth,800,2,0,0.1399913729083369,0.12316049421100292,0.24496728015351915,0.3136437041087283
17,7653,FuseConfig.WDLR,False,Vision_Random,l_shoulder+r_shoulder,800,0,0,0.2707008174875418,0.24430997339806132,0.3896126080016054,0.40782484159267385
18,7653,FuseConfig.WDLR,False,Vision_Random,wrist+l_shoulder+r_shoulder,800,2,0,0.21003877746918675,0.11750627814934234,0.16326776736825294,0.2699651634858641
19,7653,FuseConfig.WDLR,False,Vision_Random,wrist+l_shoulder+r_shoulder+wrist_depth,800,2,0,0.16648233958324368,0.1137850569573827,0.1755712536962404,0.23253616791965973
