,Unnamed: 0,seed,config,error,task_name,demo_idx,cam_type,epochs,is_control_done,is_test_done,control_final_distance,control_min_distance,test_final_distance,test_min_distance,control_gripper_image_paths,test_gripper_image_paths
112,12,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,2,wrist+wrist_depth,200,False,False,0.1320782450875486,0.128572041210826,0.0917212877559259,0.0489686145545557,"['outputs/run-grasp-with-agent/_June09_16-27', 'outputs/run-grasp-with-agent/_June09_16-27']",[]
113,13,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,3,wrist+wrist_depth,200,True,False,0.0958453560084985,0.0944523386462672,0.472356630332623,0.3814753942500812,['outputs/run-grasp-with-agent/_June09_16-27'],[]
114,14,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,4,wrist+wrist_depth,200,False,False,0.1236250162639226,0.1194211501094607,0.2354416622949595,0.2247113727512225,[],[]
115,15,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,5,wrist+wrist_depth,200,False,False,0.0952300586938196,0.0952300586938196,0.5845596106318932,0.5598155819952653,[],[]
116,16,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,6,wrist+wrist_depth,200,False,False,0.1472586675203152,0.1265319949035665,0.3411472829990274,0.2330881676212731,[],[]
117,17,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,7,wrist+wrist_depth,200,False,False,0.1946443431561994,0.1946443431561994,0.2571355626954071,0.1559575270343771,[],[]
118,18,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,8,wrist+wrist_depth,200,False,False,0.0976828798764033,0.0976828798764033,0.2643734733260878,0.24124566505053,[],[]
119,19,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,9,wrist+wrist_depth,200,False,False,0.0823324662333794,0.0673210776405866,0.557206351256846,0.5395616309396384,[],[]
120,20,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,0,wrist+wrist_depth,400,False,False,0.2351114014636956,0.1324877634691336,0.2871095371869637,0.2284320749160059,[],[]
121,21,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,1,wrist+wrist_depth,400,False,False,0.0813916805739745,0.0813711846023647,0.4785831788347344,0.4785831788347344,[],[]
122,22,3790,FuseConfig.Wfilm_Dfilm,False,Vision_Random,2,wrist+wrist_depth,400,False,False,0.0784537007699037,0.0779429985702665,0.1377105091985287,0.0586839092881437,[],[]
