,task_name,epochs,cam_type,repeat_idx,demo_count,control_done,min_distance,final_distance,dataset_type,grasp_loss_lambda,control_gripper_image_paths
153,Vision_Static,100,wrist+l_shoulder+r_shoulder,3,1,False,0.1303989846132295,0.14196720206930755,demo,0.8,[]
154,Vision_Static,100,wrist+l_shoulder+r_shoulder,4,1,False,0.12850980433364226,0.13482659340812658,demo,0.8,[]
155,Vision_Static,100,wrist+l_shoulder+r_shoulder,5,1,False,0.13084993316520468,0.14202418442669892,demo,0.8,[]
156,Vision_Static,100,wrist+l_shoulder+r_shoulder,6,1,False,0.1291024259383716,0.13751754505490046,demo,0.8,[]
157,Vision_Static,100,wrist+l_shoulder+r_shoulder,7,1,False,0.1319310823616375,0.140310250423796,demo,0.8,[]
158,Vision_Static,100,wrist+l_shoulder+r_shoulder,8,1,False,0.13149702323671011,0.1380220499146819,demo,0.8,[]
159,Vision_Static,100,wrist+l_shoulder+r_shoulder,9,1,False,0.12806549473129522,0.1317097120722636,demo,0.8,[]
160,Vision_Static,100,wrist+l_shoulder+r_shoulder,0,1,False,0.13103851407080475,0.13584336964869068,demo,0.9,[]
161,Vision_Static,100,wrist+l_shoulder+r_shoulder,1,1,False,0.13374646074770274,0.14305336582193795,demo,0.9,[]
162,Vision_Static,100,wrist+l_shoulder+r_shoulder,2,1,False,0.12896392508978943,0.13529806870558536,demo,0.9,[]
163,Vision_Static,100,wrist+l_shoulder+r_shoulder,3,1,False,0.12876484670308525,0.13067694383768444,demo,0.9,[]
164,Vision_Static,100,wrist+l_shoulder+r_shoulder,4,1,False,0.12086453792064172,0.12086453792064172,demo,0.9,[]
165,Vision_Static,100,wrist+l_shoulder+r_shoulder,5,1,False,0.12961591416623702,0.13760866244892064,demo,0.9,[]
166,Vision_Static,100,wrist+l_shoulder+r_shoulder,6,1,False,0.1151608874521403,0.1151608874521403,demo,0.9,[]
167,Vision_Static,100,wrist+l_shoulder+r_shoulder,7,1,False,0.1293560803718691,0.13491197380582198,demo,0.9,[]
168,Vision_Static,100,wrist+l_shoulder+r_shoulder,8,1,False,0.12871722632212718,0.1347046277472428,demo,0.9,[]
169,Vision_Static,100,wrist+l_shoulder+r_shoulder,9,1,False,0.13126885135394648,0.13993243436019534,demo,0.9,[]
170,Vision_Static,100,wrist+l_shoulder+r_shoulder,0,1,False,0.12969402744417863,0.1348709497588184,demo,1.0,[]
171,Vision_Static,100,wrist+l_shoulder+r_shoulder,1,1,False,0.12797572341167596,0.13234637352130127,demo,1.0,[]
172,Vision_Static,100,wrist+l_shoulder+r_shoulder,2,1,False,0.1278313523812709,0.1284947738507171,demo,1.0,[]
173,Vision_Static,100,wrist+l_shoulder+r_shoulder,3,1,False,0.12777849960313126,0.13453338501905382,demo,1.0,[]
174,Vision_Static,100,wrist+l_shoulder+r_shoulder,4,1,False,0.1192540508119927,0.1192540508119927,demo,1.0,[]
175,Vision_Static,100,wrist+l_shoulder+r_shoulder,5,1,False,0.12659627055670053,0.1280128788125439,demo,1.0,[]
176,Vision_Static,100,wrist+l_shoulder+r_shoulder,6,1,False,0.12854568154812554,0.13216850284452286,demo,1.0,[]
177,Vision_Static,100,wrist+l_shoulder+r_shoulder,7,1,False,0.12885375772388538,0.13182015896125748,demo,1.0,[]
178,Vision_Static,100,wrist+l_shoulder+r_shoulder,8,1,False,0.12789580475732606,0.13004719797588113,demo,1.0,[]
179,Vision_Static,100,wrist+l_shoulder+r_shoulder,9,1,False,0.12903132674725368,0.13684909104780668,demo,1.0,[]
180,Vision_Static,100,wrist+l_shoulder+r_shoulder,0,1,False,0.11486033879958542,0.11486033879958542,demo,1.1,[]
181,Vision_Static,100,wrist+l_shoulder+r_shoulder,1,1,False,0.11050250421883498,0.11050250421883498,demo,1.1,[]
182,Vision_Static,100,wrist+l_shoulder+r_shoulder,2,1,False,0.12656403903669858,0.12918847976213133,demo,1.1,[]
183,Vision_Static,100,wrist+l_shoulder+r_shoulder,3,1,False,0.1179545145396507,0.1179545145396507,demo,1.1,[]
184,Vision_Static,100,wrist+l_shoulder+r_shoulder,4,1,False,0.12372931086944088,0.12372931086944088,demo,1.1,[]
185,Vision_Static,100,wrist+l_shoulder+r_shoulder,5,1,False,0.12486264267523316,0.1256355656142113,demo,1.1,[]
186,Vision_Static,100,wrist+l_shoulder+r_shoulder,6,1,False,0.12683720125942777,0.12845893074687345,demo,1.1,[]
