,task_name,epochs,cam_type,demo_count,done_count,avg_min_distance,avg_final_distance,dataset_type,grasp_loss_lambda
168,Vision_Static,400,wrist+r_shoulder,1,2,0.08270810559217578,0.09342544291818564,demo,1.1
169,Vision_Static,400,wrist+r_shoulder,1,6,0.09505742348737686,0.0977507903756364,demo,1.2
170,Vision_Static,400,wrist+l_shoulder,1,0,0.09299501788121438,0.09487290213959793,demo,0.8
171,Vision_Static,400,wrist+l_shoulder,1,0,0.08880854499126879,0.09244894307206278,demo,0.9
172,Vision_Static,400,wrist+l_shoulder,1,0,0.08285067009848165,0.08387026966005881,demo,1.0
173,Vision_Static,400,wrist+l_shoulder,1,0,0.09921644780237311,0.10310969051153947,demo,1.1
174,Vision_Static,400,wrist+l_shoulder,1,0,0.10029160335450116,0.10196321774114903,demo,1.2
175,Vision_Static,500,wrist,1,0,0.2612192845106277,0.2612192845106277,demo,0.8
176,Vision_Static,500,wrist,1,0,0.26514459291406384,0.26514459291406384,demo,0.9
177,Vision_Static,500,wrist,1,0,0.25924493250255426,0.25924493250255426,demo,1.0
178,Vision_Static,500,wrist,1,0,0.26290229013373334,0.26290229013373334,demo,1.1
179,Vision_Static,500,wrist,1,0,0.27548173269609444,0.27548173269609444,demo,1.2
180,Vision_Static,500,wrist+wrist_depth,1,0,0.3001087741841325,0.3001087741841325,demo,0.8
181,Vision_Static,500,wrist+wrist_depth,1,0,0.26797267794499247,0.27058994017581595,demo,0.9
182,Vision_Static,500,wrist+wrist_depth,1,0,0.2860161807738935,0.2860161807738935,demo,1.0
183,Vision_Static,500,wrist+wrist_depth,1,0,0.28768003047367646,0.2877675066305756,demo,1.1
184,Vision_Static,500,wrist+wrist_depth,1,0,0.279511474790938,0.279511474790938,demo,1.2
185,Vision_Static,500,l_shoulder+r_shoulder,1,1,0.12665183823121268,0.13769243836112793,demo,0.8
186,Vision_Static,500,l_shoulder+r_shoulder,1,7,0.12327384193077909,0.12567088521063907,demo,0.9
