,task_name,epochs,cam_type,repeat_idx,demo_count,control_done,min_distance,final_distance,dataset_type,grasp_loss_lambda,control_gripper_image_paths
84,Vision_Static,100,wrist+wrist_depth,4,1,False,0.20110077963975556,0.2071221464197514,demo,1.1,[]
85,Vision_Static,100,wrist+wrist_depth,5,1,False,0.28436401774978737,0.28436401774978737,demo,1.1,[]
86,Vision_Static,100,wrist+wrist_depth,6,1,False,0.29906680152253406,0.29949016349607893,demo,1.1,[]
87,Vision_Static,100,wrist+wrist_depth,7,1,False,0.0866244566723634,0.1072893029705823,demo,1.1,[]
88,Vision_Static,100,wrist+wrist_depth,8,1,False,0.24608855390645248,0.24608855390645248,demo,1.1,[]
89,Vision_Static,100,wrist+wrist_depth,9,1,False,0.30812645822391316,0.30850330504228063,demo,1.1,[]
90,Vision_Static,100,wrist+wrist_depth,0,1,False,0.2966284136271897,0.2966284136271897,demo,1.2,[]
91,Vision_Static,100,wrist+wrist_depth,1,1,False,0.2820935801828988,0.2821741355829568,demo,1.2,[]
92,Vision_Static,100,wrist+wrist_depth,2,1,False,0.13423303427234287,0.15205949752305759,demo,1.2,[]
93,Vision_Static,100,wrist+wrist_depth,3,1,False,0.28197384777413453,0.2822227669607125,demo,1.2,[]
94,Vision_Static,100,wrist+wrist_depth,4,1,False,0.31830989887054384,0.31830989887054384,demo,1.2,[]
95,Vision_Static,100,wrist+wrist_depth,5,1,False,0.2867490583821677,0.2867811062963236,demo,1.2,[]
96,Vision_Static,100,wrist+wrist_depth,6,1,False,0.28660160702133824,0.2867287365874749,demo,1.2,[]
97,Vision_Static,100,wrist+wrist_depth,7,1,False,0.293357262092943,0.2941963275724836,demo,1.2,[]
98,Vision_Static,100,wrist+wrist_depth,8,1,False,0.22943632924599427,0.2332240116763839,demo,1.2,[]
99,Vision_Static,100,wrist+wrist_depth,9,1,False,0.2736504490224944,0.2736504490224944,demo,1.2,[]
100,Vision_Static,100,l_shoulder+r_shoulder,0,1,False,0.11880534628586424,0.11880534628586424,demo,0.8,[]
101,Vision_Static,100,l_shoulder+r_shoulder,1,1,False,0.11906763388467853,0.11906763388467853,demo,0.8,[]
102,Vision_Static,100,l_shoulder+r_shoulder,2,1,False,0.12012249961802306,0.12012249961802306,demo,0.8,[]
103,Vision_Static,100,l_shoulder+r_shoulder,3,1,True,0.12663885150738424,0.12663885150738424,demo,0.8,['outputs/run-grasp-with-agent/_June03_14-18']
104,Vision_Static,100,l_shoulder+r_shoulder,4,1,False,0.12544939121962884,0.12544939121962884,demo,0.8,"['outputs/run-grasp-with-agent/_June03_14-18', 'outputs/run-grasp-with-agent/_June03_14-18', 'outputs/run-grasp-with-agent/_June03_14-18']"
105,Vision_Static,100,l_shoulder+r_shoulder,5,1,False,0.12006653624510345,0.12006653624510345,demo,0.8,[]
106,Vision_Static,100,l_shoulder+r_shoulder,6,1,False,0.11892755272201586,0.11892755272201586,demo,0.8,[]
107,Vision_Static,100,l_shoulder+r_shoulder,7,1,False,0.12047027353498439,0.12047027353498439,demo,0.8,[]
108,Vision_Static,100,l_shoulder+r_shoulder,8,1,False,0.1180968265355531,0.1180968265355531,demo,0.8,[]
109,Vision_Static,100,l_shoulder+r_shoulder,9,1,False,0.12058905056542774,0.12058905056542774,demo,0.8,[]
110,Vision_Static,100,l_shoulder+r_shoulder,0,1,False,0.12607522778817856,0.12607522778817856,demo,0.9,"['outputs/run-grasp-with-agent/_June03_14-18', 'outputs/run-grasp-with-agent/_June03_14-18']"
111,Vision_Static,100,l_shoulder+r_shoulder,1,1,False,0.12336338698904942,0.12336338698904942,demo,0.9,[]
112,Vision_Static,100,l_shoulder+r_shoulder,2,1,False,0.1247727385337059,0.1247727385337059,demo,0.9,[]
113,Vision_Static,100,l_shoulder+r_shoulder,3,1,False,0.12021202324792514,0.12021202324792514,demo,0.9,[]
114,Vision_Static,100,l_shoulder+r_shoulder,4,1,False,0.12291860439065377,0.12291860439065377,demo,0.9,[]
115,Vision_Static,100,l_shoulder+r_shoulder,5,1,False,0.12263870066154162,0.12263870066154162,demo,0.9,[]
116,Vision_Static,100,l_shoulder+r_shoulder,6,1,False,0.12025793484587763,0.12025793484587763,demo,0.9,[]
117,Vision_Static,100,l_shoulder+r_shoulder,7,1,False,0.11799818272201781,0.11799818272201781,demo,0.9,[]
118,Vision_Static,100,l_shoulder+r_shoulder,8,1,False,0.12045594047378742,0.12045594047378742,demo,0.9,[]
119,Vision_Static,100,l_shoulder+r_shoulder,9,1,False,0.13010679480061585,0.13052720331760137,demo,0.9,[]
120,Vision_Static,100,l_shoulder+r_shoulder,0,1,False,0.11924970310152251,0.11924970310152251,demo,1.0,[]
121,Vision_Static,100,l_shoulder+r_shoulder,1,1,False,0.11987770827123233,0.11987770827123233,demo,1.0,[]
122,Vision_Static,100,l_shoulder+r_shoulder,2,1,False,0.12292571413454981,0.12292571413454981,demo,1.0,[]
123,Vision_Static,100,l_shoulder+r_shoulder,3,1,False,0.12381369128980424,0.12381369128980424,demo,1.0,['outputs/run-grasp-with-agent/_June03_14-19']
124,Vision_Static,100,l_shoulder+r_shoulder,4,1,False,0.11849883186662225,0.11849883186662225,demo,1.0,[]
125,Vision_Static,100,l_shoulder+r_shoulder,5,1,False,0.1221372272807386,0.1221372272807386,demo,1.0,[]
126,Vision_Static,100,l_shoulder+r_shoulder,6,1,False,0.11790222123181958,0.1179214376808184,demo,1.0,[]
127,Vision_Static,100,l_shoulder+r_shoulder,7,1,False,0.12000257770973789,0.12000257770973789,demo,1.0,[]
128,Vision_Static,100,l_shoulder+r_shoulder,8,1,False,0.12008245361800796,0.12008245361800796,demo,1.0,[]
129,Vision_Static,100,l_shoulder+r_shoulder,9,1,False,0.1194254899999708,0.1194254899999708,demo,1.0,[]
130,Vision_Static,100,l_shoulder+r_shoulder,0,1,False,0.12232913708133163,0.12232913708133163,demo,1.1,['outputs/run-grasp-with-agent/_June03_14-19']
131,Vision_Static,100,l_shoulder+r_shoulder,1,1,True,0.119802623578417,0.119802623578417,demo,1.1,['outputs/run-grasp-with-agent/_June03_14-19']
132,Vision_Static,100,l_shoulder+r_shoulder,2,1,True,0.1267597718276373,0.1267597718276373,demo,1.1,"['outputs/run-grasp-with-agent/_June03_14-19', 'outputs/run-grasp-with-agent/_June03_14-19']"
133,Vision_Static,100,l_shoulder+r_shoulder,3,1,False,0.12184447778449936,0.12184447778449936,demo,1.1,[]
134,Vision_Static,100,l_shoulder+r_shoulder,4,1,False,0.1201693890233382,0.1201693890233382,demo,1.1,[]
135,Vision_Static,100,l_shoulder+r_shoulder,5,1,False,0.126765476927683,0.126765476927683,demo,1.1,"['outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20', 'outputs/run-grasp-with-agent/_June03_14-20']"
136,Vision_Static,100,l_shoulder+r_shoulder,6,1,False,0.11969976456975093,0.11969976456975093,demo,1.1,[]
137,Vision_Static,100,l_shoulder+r_shoulder,7,1,False,0.12113972673407256,0.12113972673407256,demo,1.1,[]
